lambda,p_value_accuracy,cohens_d_accuracy,significant_accuracy,p_value_maoe,cohens_d_maoe,significant_maoe
0.5,0.503639546882969,0.3282652799627846,False,0.18328202831920168,-0.7187745482811159,False
1.0,0.5644885930952885,-0.2805385616503849,False,0.9853758838403367,-0.008720828900828986,False
2.0,0.11758494721363795,0.8895080297996795,False,0.06662870116663214,-1.1188989808498857,False
5.0,0.028275298959018254,1.5031412390118528,False,0.03028337518989308,-1.4702641415076745,False
